Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of hematopoietic progenitor cell differentiation (GO:1901532)	1/75	1.714540e-01	2.279126e-01	0	0	5.481522e+00	9.666338e+00	PSMB2
GO_Biological_Process_2021	nucleic acid phosphodiester bond hydrolysis (GO:0090305)	1/75	1.714540e-01	2.279126e-01	0	0	5.481522e+00	9.666338e+00	RPS27A
GO_Biological_Process_2021	actomyosin structure organization (GO:0031032)	1/76	1.735331e-01	2.288273e-01	0	0	5.408163e+00	9.471785e+00	RHOA
GO_Biological_Process_2021	positive regulation of growth (GO:0045927)	1/76	1.735331e-01	2.288273e-01	0	0	5.408163e+00	9.471785e+00	ZPR1
GO_Biological_Process_2021	cell morphogenesis involved in neuron differentiation (GO:0048667)	1/76	1.735331e-01	2.288273e-01	0	0	5.408163e+00	9.471785e+00	ACTB
GO_Biological_Process_2021	RNA transport (GO:0050658)	1/76	1.735331e-01	2.288273e-01	0	0	5.408163e+00	9.471785e+00	RNPS1
GO_Biological_Process_2021	purine ribonucleotide metabolic process (GO:0009150)	1/77	1.756072e-01	2.297207e-01	0	0	5.336735e+00	9.283280e+00	HINT1
GO_Biological_Process_2021	cellular response to UV (GO:0034644)	1/77	1.756072e-01	2.297207e-01	0	0	5.336735e+00	9.283280e+00	NPM1
GO_Biological_Process_2021	regulation of organelle assembly (GO:1902115)	1/77	1.756072e-01	2.297207e-01	0	0	5.336735e+00	9.283280e+00	NPM1
GO_Biological_Process_2021	phosphatidylcholine metabolic process (GO:0046470)	1/77	1.756072e-01	2.297207e-01	0	0	5.336735e+00	9.283280e+00	STARD7
GO_Biological_Process_2021	negative regulation of blood vessel morphogenesis (GO:2000181)	1/78	1.776761e-01	2.315067e-01	0	0	5.267161e+00	9.100564e+00	STAT1
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	1/78	1.776761e-01	2.315067e-01	0	0	5.267161e+00	9.100564e+00	PSMB2
GO_Biological_Process_2021	regulation of neuron differentiation (GO:0045664)	1/79	1.797400e-01	2.332720e-01	0	0	5.199372e+00	8.923391e+00	RHOA
GO_Biological_Process_2021	mRNA 3'-end processing (GO:0031124)	1/79	1.797400e-01	2.332720e-01	0	0	5.199372e+00	8.923391e+00	RNPS1
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	2/310	1.815025e-01	2.345560e-01	0	0	2.657197e+00	4.534469e+00	RNPS1;RPS27A
GO_Biological_Process_2021	regulation of NIK/NF-kappaB signaling (GO:1901222)	1/80	1.817988e-01	2.345560e-01	0	0	5.133299e+00	8.751530e+00	RHOA
GO_Biological_Process_2021	regulation of protein localization to plasma membrane (GO:1903076)	1/80	1.817988e-01	2.345560e-01	0	0	5.133299e+00	8.751530e+00	ACTB
GO_Biological_Process_2021	negative regulation of protein modification process (GO:0031400)	1/81	1.838525e-01	2.367415e-01	0	0	5.068878e+00	8.584761e+00	TARDBP
GO_Biological_Process_2021	protein polyubiquitination (GO:0000209)	2/314	1.851004e-01	2.375203e-01	0	0	2.622596e+00	4.423944e+00	PSMB2;RPS27A
GO_Biological_Process_2021	regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	1/82	1.859011e-01	2.375203e-01	0	0	5.006047e+00	8.422875e+00	ACTB
GO_Biological_Process_2021	regulation of G protein-coupled receptor signaling pathway (GO:0008277)	1/82	1.859011e-01	2.375203e-01	0	0	5.006047e+00	8.422875e+00	FNTA
GO_Biological_Process_2021	regulation of gene expression, epigenetic (GO:0040029)	1/82	1.859011e-01	2.375203e-01	0	0	5.006047e+00	8.422875e+00	ACTB
GO_Biological_Process_2021	glycoprotein biosynthetic process (GO:0009101)	1/83	1.879448e-01	2.396660e-01	0	0	4.944749e+00	8.265677e+00	DAD1
GO_Biological_Process_2021	regulation of cytokinesis (GO:0032465)	1/84	1.899834e-01	2.408652e-01	0	0	4.884927e+00	8.112979e+00	RHOA
GO_Biological_Process_2021	spindle assembly (GO:0051225)	1/84	1.899834e-01	2.408652e-01	0	0	4.884927e+00	8.112979e+00	RHOA
GO_Biological_Process_2021	nuclear export (GO:0051168)	1/84	1.899834e-01	2.408652e-01	0	0	4.884927e+00	8.112979e+00	RNPS1
GO_Biological_Process_2021	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	2/321	1.914224e-01	2.419729e-01	0	0	2.564133e+00	4.239211e+00	PSMB2;RPS27A
GO_Biological_Process_2021	G1/S transition of mitotic cell cycle (GO:0000082)	1/85	1.920169e-01	2.419729e-01	0	0	4.826531e+00	7.964604e+00	KHDRBS1
GO_Biological_Process_2021	regulation of cell cycle G2/M phase transition (GO:1902749)	1/85	1.920169e-01	2.419729e-01	0	0	4.826531e+00	7.964604e+00	NPM1
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	2/322	1.923280e-01	2.419729e-01	0	0	2.555990e+00	4.213684e+00	TARDBP;GAPDH
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	8/2244	1.931240e-01	2.421870e-01	0	0	1.508987e+00	2.481413e+00	KHDRBS1;HINT1;NPM1;CBX3;STAT1;HNRNPD;ILF2;ZNF146
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	2/323	1.932343e-01	2.421870e-01	0	0	2.547897e+00	4.188366e+00	RHOA;ACTB
GO_Biological_Process_2021	negative regulation of cellular amide metabolic process (GO:0034249)	1/86	1.940455e-01	2.422807e-01	0	0	4.769508e+00	7.820383e+00	GAPDH
GO_Biological_Process_2021	negative regulation of phosphorylation (GO:0042326)	1/86	1.940455e-01	2.422807e-01	0	0	4.769508e+00	7.820383e+00	TARDBP
GO_Biological_Process_2021	negative regulation of angiogenesis (GO:0016525)	1/87	1.960691e-01	2.443437e-01	0	0	4.713811e+00	7.680157e+00	STAT1
GO_Biological_Process_2021	negative regulation of binding (GO:0051100)	1/88	1.980877e-01	2.454646e-01	0	0	4.659395e+00	7.543772e+00	ACTB
GO_Biological_Process_2021	retrograde transport, endosome to Golgi (GO:0042147)	1/88	1.980877e-01	2.454646e-01	0	0	4.659395e+00	7.543772e+00	SNX3
GO_Biological_Process_2021	positive regulation of neuron projection development (GO:0010976)	1/88	1.980877e-01	2.454646e-01	0	0	4.659395e+00	7.543772e+00	SNX3
GO_Biological_Process_2021	cellular protein localization (GO:0034613)	2/329	1.986841e-01	2.457409e-01	0	0	2.500382e+00	4.040716e+00	ARF1;NPM1
GO_Biological_Process_2021	regulation of type I interferon production (GO:0032479)	1/89	2.001013e-01	2.461059e-01	0	0	4.606215e+00	7.411084e+00	GAPDH
GO_Biological_Process_2021	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	1/89	2.001013e-01	2.461059e-01	0	0	4.606215e+00	7.411084e+00	PSMB2
GO_Biological_Process_2021	post-Golgi vesicle-mediated transport (GO:0006892)	1/89	2.001013e-01	2.461059e-01	0	0	4.606215e+00	7.411084e+00	ARF1
GO_Biological_Process_2021	negative regulation of protein kinase activity (GO:0006469)	1/90	2.021100e-01	2.476506e-01	0	0	4.554231e+00	7.281956e+00	NPM1
GO_Biological_Process_2021	negative regulation of translation (GO:0017148)	1/90	2.021100e-01	2.476506e-01	0	0	4.554231e+00	7.281956e+00	GAPDH
GO_Biological_Process_2021	regulation of stem cell differentiation (GO:2000736)	1/91	2.041138e-01	2.482567e-01	0	0	4.503401e+00	7.156255e+00	PSMB2
GO_Biological_Process_2021	regulation of actin cytoskeleton organization (GO:0032956)	1/91	2.041138e-01	2.482567e-01	0	0	4.503401e+00	7.156255e+00	RHOA
GO_Biological_Process_2021	toll-like receptor signaling pathway (GO:0002224)	1/91	2.041138e-01	2.482567e-01	0	0	4.503401e+00	7.156255e+00	RPS27A
GO_Biological_Process_2021	positive regulation of transport (GO:0051050)	1/91	2.041138e-01	2.482567e-01	0	0	4.503401e+00	7.156255e+00	ACTB
GO_Biological_Process_2021	intracellular protein transport (GO:0006886)	2/336	2.050670e-01	2.489559e-01	0	0	2.447106e+00	3.877240e+00	ARF1;NPM1
GO_Biological_Process_2021	negative regulation of mitotic cell cycle phase transition (GO:1901991)	1/92	2.061126e-01	2.493053e-01	0	0	4.453689e+00	7.033857e+00	PSMB2
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	1/92	2.061126e-01	2.493053e-01	0	0	4.453689e+00	7.033857e+00	STAT1
GO_Biological_Process_2021	negative regulation of cellular protein metabolic process (GO:0032269)	1/94	2.100954e-01	2.536565e-01	0	0	4.357472e+00	6.798499e+00	GAPDH
GO_Biological_Process_2021	negative regulation of transcription, DNA-templated (GO:0045892)	4/948	2.115914e-01	2.549948e-01	0	0	1.750737e+00	2.719066e+00	KHDRBS1;CBX3;STAT1;RPS27A
GO_Biological_Process_2021	regulation of cell cycle phase transition (GO:1901987)	1/95	2.120795e-01	2.551158e-01	0	0	4.310899e+00	6.685316e+00	PSMB2
GO_Biological_Process_2021	cellular transition metal ion homeostasis (GO:0046916)	1/96	2.140587e-01	2.570267e-01	0	0	4.265306e+00	6.574990e+00	ARF1
GO_Biological_Process_2021	cellular response to DNA damage stimulus (GO:0006974)	2/350	2.179022e-01	2.611651e-01	0	0	2.346983e+00	3.576119e+00	NPM1;CBX3
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	2/351	2.188221e-01	2.617908e-01	0	0	2.340138e+00	3.555832e+00	RPS27A;RHOA
GO_Biological_Process_2021	response to UV (GO:0009411)	1/99	2.199671e-01	2.622072e-01	0	0	4.134111e+00	6.260189e+00	NPM1
GO_Biological_Process_2021	mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	1/99	2.199671e-01	2.622072e-01	0	0	4.134111e+00	6.260189e+00	RNPS1
GO_Biological_Process_2021	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	1/100	2.219269e-01	2.640649e-01	0	0	4.092146e+00	6.160346e+00	RPS27A
GO_Biological_Process_2021	positive regulation of cell cycle process (GO:0090068)	1/101	2.238819e-01	2.659102e-01	0	0	4.051020e+00	6.062906e+00	RHOA
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway (GO:0097193)	1/102	2.258320e-01	2.672616e-01	0	0	4.010709e+00	5.967791e+00	HINT1
GO_Biological_Process_2021	regulation of protein catabolic process (GO:0042176)	1/102	2.258320e-01	2.672616e-01	0	0	4.010709e+00	5.967791e+00	SNX3
GO_Biological_Process_2021	cellular response to organonitrogen compound (GO:0071417)	1/103	2.277773e-01	2.690799e-01	0	0	3.971188e+00	5.874923e+00	ACTB
GO_Biological_Process_2021	mRNA transport (GO:0051028)	1/104	2.297179e-01	2.708860e-01	0	0	3.932435e+00	5.784232e+00	RNPS1
GO_Biological_Process_2021	nucleotide-excision repair (GO:0006289)	1/105	2.316537e-01	2.721931e-01	0	0	3.894427e+00	5.695646e+00	RPS27A
GO_Biological_Process_2021	mitochondrial translation (GO:0032543)	1/105	2.316537e-01	2.721931e-01	0	0	3.894427e+00	5.695646e+00	GATC
GO_Biological_Process_2021	RNA export from nucleus (GO:0006405)	1/106	2.335847e-01	2.729995e-01	0	0	3.857143e+00	5.609098e+00	RNPS1
GO_Biological_Process_2021	positive regulation of protein serine/threonine kinase activity (GO:0071902)	1/106	2.335847e-01	2.729995e-01	0	0	3.857143e+00	5.609098e+00	RHOA
GO_Biological_Process_2021	chromosome organization (GO:0051276)	1/106	2.335847e-01	2.729995e-01	0	0	3.857143e+00	5.609098e+00	RPS27A
GO_Biological_Process_2021	mRNA export from nucleus (GO:0006406)	1/107	2.355109e-01	2.747627e-01	0	0	3.820562e+00	5.524525e+00	RNPS1
GO_Biological_Process_2021	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	1/108	2.374324e-01	2.765142e-01	0	0	3.784665e+00	5.441865e+00	RPS27A
GO_Biological_Process_2021	regulation of protein kinase activity (GO:0045859)	1/110	2.412612e-01	2.804768e-01	0	0	3.714847e+00	5.282049e+00	JTB
GO_Biological_Process_2021	Fc-epsilon receptor signaling pathway (GO:0038095)	1/111	2.431686e-01	2.816988e-01	0	0	3.680891e+00	5.204781e+00	PSMB2
GO_Biological_Process_2021	regulation of Wnt signaling pathway (GO:0030111)	1/111	2.431686e-01	2.816988e-01	0	0	3.680891e+00	5.204781e+00	SNX3
GO_Biological_Process_2021	Fc receptor signaling pathway (GO:0038093)	1/112	2.450712e-01	2.824113e-01	0	0	3.647546e+00	5.129202e+00	PSMB2
GO_Biological_Process_2021	regulation of cytoskeleton organization (GO:0051493)	1/112	2.450712e-01	2.824113e-01	0	0	3.647546e+00	5.129202e+00	RHOA
GO_Biological_Process_2021	phosphatidylinositol metabolic process (GO:0046488)	1/112	2.450712e-01	2.824113e-01	0	0	3.647546e+00	5.129202e+00	ARF1
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	2/381	2.465613e-01	2.836317e-01	0	0	2.151605e+00	3.012559e+00	NPM1;RPS27A
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	1/114	2.488624e-01	2.857792e-01	0	0	3.582626e+00	4.982914e+00	JTB
GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	2/384	2.493464e-01	2.858361e-01	0	0	2.134380e+00	2.964467e+00	RPS7;ZPR1
GO_Biological_Process_2021	cellular response to lectin (GO:1990858)	1/115	2.507510e-01	2.859518e-01	0	0	3.551020e+00	4.912108e+00	PSMB2
GO_Biological_Process_2021	cellular response to molecule of bacterial origin (GO:0071219)	1/115	2.507510e-01	2.859518e-01	0	0	3.551020e+00	4.912108e+00	RHOA
GO_Biological_Process_2021	stimulatory C-type lectin receptor signaling pathway (GO:0002223)	1/115	2.507510e-01	2.859518e-01	0	0	3.551020e+00	4.912108e+00	PSMB2
GO_Biological_Process_2021	regulation of cellular response to stress (GO:0080135)	1/118	2.563890e-01	2.913712e-01	0	0	3.459445e+00	4.708511e+00	NPM1
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	1/118	2.563890e-01	2.913712e-01	0	0	3.459445e+00	4.708511e+00	ACTB
GO_Biological_Process_2021	innate immune response activating cell surface receptor signaling pathway (GO:0002220)	1/119	2.582590e-01	2.929904e-01	0	0	3.429955e+00	4.643447e+00	PSMB2
GO_Biological_Process_2021	cellular response to lipopolysaccharide (GO:0071222)	1/120	2.601245e-01	2.940926e-01	0	0	3.400960e+00	4.579716e+00	RHOA
GO_Biological_Process_2021	cytoskeleton organization (GO:0007010)	1/120	2.601245e-01	2.940926e-01	0	0	3.400960e+00	4.579716e+00	RHOA
GO_Biological_Process_2021	epithelium development (GO:0060429)	1/122	2.638416e-01	2.977835e-01	0	0	3.344409e+00	4.456112e+00	STAT1
GO_Biological_Process_2021	cellular response to organic substance (GO:0071310)	1/123	2.656933e-01	2.993599e-01	0	0	3.316828e+00	4.396167e+00	RHOA
GO_Biological_Process_2021	defense response to symbiont (GO:0140546)	1/124	2.675404e-01	3.009258e-01	0	0	3.289696e+00	4.337414e+00	STAT1
GO_Biological_Process_2021	platelet degranulation (GO:0002576)	1/125	2.693830e-01	3.024812e-01	0	0	3.263002e+00	4.279823e+00	ITIH4
GO_Biological_Process_2021	phosphatidylinositol biosynthetic process (GO:0006661)	1/126	2.712210e-01	3.040263e-01	0	0	3.236735e+00	4.223360e+00	ARF1
GO_Biological_Process_2021	cellular response to insulin stimulus (GO:0032869)	1/129	2.767079e-01	3.090579e-01	0	0	3.160395e+00	4.060453e+00	ATP6V0B
GO_Biological_Process_2021	regulation of response to external stimulus (GO:0032101)	1/130	2.785279e-01	3.090579e-01	0	0	3.135738e+00	4.008217e+00	FNTA
GO_Biological_Process_2021	positive regulation of canonical Wnt signaling pathway (GO:0090263)	1/130	2.785279e-01	3.090579e-01	0	0	3.135738e+00	4.008217e+00	PSMB2
GO_Biological_Process_2021	G2/M transition of mitotic cell cycle (GO:0000086)	1/130	2.785279e-01	3.090579e-01	0	0	3.135738e+00	4.008217e+00	KHDRBS1
GO_Biological_Process_2021	protein glycosylation (GO:0006486)	1/130	2.785279e-01	3.090579e-01	0	0	3.135738e+00	4.008217e+00	DAD1
GO_Biological_Process_2021	regulation of primary metabolic process (GO:0080090)	1/130	2.785279e-01	3.090579e-01	0	0	3.135738e+00	4.008217e+00	PSMB2
GO_Biological_Process_2021	cell cycle G2/M phase transition (GO:0044839)	1/131	2.803434e-01	3.105487e-01	0	0	3.111460e+00	3.956968e+00	KHDRBS1
GO_Biological_Process_2021	regulation of cell motility (GO:2000145)	1/133	2.839609e-01	3.135005e-01	0	0	3.064007e+00	3.857336e+00	RHOA
GO_Biological_Process_2021	defense response to virus (GO:0051607)	1/133	2.839609e-01	3.135005e-01	0	0	3.064007e+00	3.857336e+00	STAT1
GO_Biological_Process_2021	neuron projection morphogenesis (GO:0048812)	1/140	2.964825e-01	3.267763e-01	0	0	2.908677e+00	3.536274e+00	ACTB
GO_Biological_Process_2021	regulation of small GTPase mediated signal transduction (GO:0051056)	1/141	2.982537e-01	3.278147e-01	0	0	2.887755e+00	3.493638e+00	RHOA
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	3/764	2.984210e-01	3.278147e-01	0	0	1.609500e+00	1.946288e+00	NPM1;STAT1;RHOA
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	1/142	3.000205e-01	3.290225e-01	0	0	2.867130e+00	3.451750e+00	RHOA
GO_Biological_Process_2021	receptor-mediated endocytosis (GO:0006898)	1/143	3.017830e-01	3.304046e-01	0	0	2.846795e+00	3.410595e+00	CANX
GO_Biological_Process_2021	positive regulation of intracellular protein transport (GO:0090316)	1/148	3.105302e-01	3.388539e-01	0	0	2.749271e+00	3.215201e+00	ZPR1
GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	1/148	3.105302e-01	3.388539e-01	0	0	2.749271e+00	3.215201e+00	HNRNPD
GO_Biological_Process_2021	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	1/149	3.122667e-01	3.401846e-01	0	0	2.730557e+00	3.178089e+00	PSMB2
GO_Biological_Process_2021	regulation of cytokine production (GO:0001817)	1/150	3.139990e-01	3.409428e-01	0	0	2.712094e+00	3.141596e+00	GAPDH
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	1/150	3.139990e-01	3.409428e-01	0	0	2.712094e+00	3.141596e+00	ACTB
GO_Biological_Process_2021	actin filament organization (GO:0007015)	1/152	3.174506e-01	3.435568e-01	0	0	2.675902e+00	3.070418e+00	RHOA
GO_Biological_Process_2021	negative regulation of protein phosphorylation (GO:0001933)	1/152	3.174506e-01	3.435568e-01	0	0	2.675902e+00	3.070418e+00	TARDBP
GO_Biological_Process_2021	positive regulation of Wnt signaling pathway (GO:0030177)	1/153	3.191701e-01	3.448504e-01	0	0	2.658163e+00	3.035705e+00	PSMB2
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	2/464	3.236043e-01	3.490683e-01	0	0	1.757576e+00	1.982956e+00	KHDRBS1;CBX3
GO_Biological_Process_2021	regulation of signal transduction by p53 class mediator (GO:1901796)	1/156	3.243030e-01	3.492493e-01	0	0	2.606320e+00	2.934917e+00	RPL37
GO_Biological_Process_2021	mitotic spindle organization (GO:0007052)	1/157	3.260055e-01	3.505092e-01	0	0	2.589482e+00	2.902398e+00	RHOA
GO_Biological_Process_2021	cellular response to growth factor stimulus (GO:0071363)	1/158	3.277038e-01	3.506164e-01	0	0	2.572858e+00	2.870397e+00	ZPR1
GO_Biological_Process_2021	cellular response to starvation (GO:0009267)	1/158	3.277038e-01	3.506164e-01	0	0	2.572858e+00	2.870397e+00	ATP6V0B
GO_Biological_Process_2021	organonitrogen compound biosynthetic process (GO:1901566)	1/158	3.277038e-01	3.506164e-01	0	0	2.572858e+00	2.870397e+00	STARD7
GO_Biological_Process_2021	response to lipopolysaccharide (GO:0032496)	1/159	3.293979e-01	3.518569e-01	0	0	2.556445e+00	2.838904e+00	RHOA
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	2/474	3.328115e-01	3.549270e-01	0	0	1.719456e+00	1.891709e+00	NPM1;STAT1
GO_Biological_Process_2021	negative regulation of canonical Wnt signaling pathway (GO:0090090)	1/165	3.394751e-01	3.608637e-01	0	0	2.462170e+00	2.660017e+00	PSMB2
GO_Biological_Process_2021	regulation of neuron projection development (GO:0010975)	1/165	3.394751e-01	3.608637e-01	0	0	2.462170e+00	2.660017e+00	SNX3
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	2/485	3.429022e-01	3.639188e-01	0	0	1.679348e+00	1.797423e+00	NPM1;RPS27A
GO_Biological_Process_2021	neuron projection development (GO:0031175)	1/171	3.494039e-01	3.702219e-01	0	0	2.374550e+00	2.496903e+00	ZPR1
GO_Biological_Process_2021	defense response to bacterium (GO:0042742)	1/176	3.575660e-01	3.782612e-01	0	0	2.306122e+00	2.371698e+00	RPL30
GO_Biological_Process_2021	regulation of mitotic cell cycle (GO:0007346)	1/178	3.608027e-01	3.810725e-01	0	0	2.279834e+00	2.324117e+00	PSMB2
GO_Biological_Process_2021	regulated exocytosis (GO:0045055)	1/180	3.640234e-01	3.838580e-01	0	0	2.254133e+00	2.277885e+00	ITIH4
GO_Biological_Process_2021	protein ubiquitination (GO:0016567)	2/525	3.791875e-01	3.992086e-01	0	0	1.547721e+00	1.500864e+00	PSMB2;RPS27A
GO_Biological_Process_2021	negative regulation of Wnt signaling pathway (GO:0030178)	1/191	3.814550e-01	4.009543e-01	0	0	2.122449e+00	2.045537e+00	PSMB2
GO_Biological_Process_2021	negative regulation of macromolecule metabolic process (GO:0010605)	1/194	3.861272e-01	4.052180e-01	0	0	2.089140e+00	1.988002e+00	TARDBP
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	1/198	3.923031e-01	4.103902e-01	0	0	2.046307e+00	1.914771e+00	SNX3
GO_Biological_Process_2021	negative regulation of intracellular signal transduction (GO:1902532)	1/198	3.923031e-01	4.103902e-01	0	0	2.046307e+00	1.914771e+00	STAT1
GO_Biological_Process_2021	modification-dependent protein catabolic process (GO:0019941)	1/201	3.968950e-01	4.145348e-01	0	0	2.015306e+00	1.862311e+00	RPS27A
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	3/908	3.977119e-01	4.147296e-01	0	0	1.343247e+00	1.238510e+00	NPM1;STAT1;RPS27A
GO_Biological_Process_2021	regulation of angiogenesis (GO:0045765)	1/203	3.999374e-01	4.163905e-01	0	0	1.995151e+00	1.828450e+00	STAT1
GO_Biological_Process_2021	proteasomal protein catabolic process (GO:0010498)	1/205	4.029647e-01	4.188796e-01	0	0	1.975390e+00	1.795445e+00	PSMB2
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	1/209	4.089745e-01	4.244562e-01	0	0	1.937009e+00	1.731885e+00	KHDRBS1
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	2/566	4.155455e-01	4.305967e-01	0	0	1.432181e+00	1.257689e+00	SNX3;NPM1
GO_Biological_Process_2021	cellular response to lipid (GO:0071396)	1/219	4.237408e-01	4.383985e-01	0	0	1.847220e+00	1.586084e+00	RHOA
GO_Biological_Process_2021	transcription, DNA-templated (GO:0006351)	1/221	4.266504e-01	4.407158e-01	0	0	1.830241e+00	1.558982e+00	RNPS1
GO_Biological_Process_2021	inflammatory response (GO:0006954)	1/230	4.395664e-01	4.533459e-01	0	0	1.757508e+00	1.444613e+00	ABCF1
GO_Biological_Process_2021	apoptotic process (GO:0006915)	1/231	4.409837e-01	4.540959e-01	0	0	1.749778e+00	1.432626e+00	GAPDH
GO_Biological_Process_2021	axonogenesis (GO:0007409)	1/240	4.535831e-01	4.663401e-01	0	0	1.683118e+00	1.330634e+00	ACTB
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	1/253	4.712922e-01	4.837914e-01	0	0	1.595238e+00	1.200061e+00	PSMB2
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	1/258	4.779526e-01	4.898642e-01	0	0	1.563805e+00	1.154469e+00	RHOA
GO_Biological_Process_2021	central nervous system development (GO:0007417)	1/268	4.910276e-01	5.024824e-01	0	0	1.504471e+00	1.070063e+00	ZPR1
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	2/684	5.139409e-01	5.251135e-01	0	0	1.177175e+00	7.835830e-01	STAT1;RPS27A
GO_Biological_Process_2021	regulation of cell cycle (GO:0051726)	1/296	5.259539e-01	5.365546e-01	0	0	1.359737e+00	8.736877e-01	TARDBP
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	1/335	5.707161e-01	5.813176e-01	0	0	1.198582e+00	6.722410e-01	GAPDH
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	1/345	5.815094e-01	5.904833e-01	0	0	1.163147e+00	6.305746e-01	GAPDH
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	1/345	5.815094e-01	5.904833e-01	0	0	1.163147e+00	6.305746e-01	PSMB2
GO_Biological_Process_2021	ubiquitin-dependent protein catabolic process (GO:0006511)	1/354	5.909957e-01	5.991913e-01	0	0	1.132971e+00	5.958823e-01	PSMB2
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	1/371	6.083427e-01	6.158300e-01	0	0	1.079978e+00	5.367673e-01	JTB
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	1/379	6.162545e-01	6.228808e-01	0	0	1.056689e+00	5.115384e-01	NPM1
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	1/408	6.436433e-01	6.494880e-01	0	0	9.799428e-01	4.317732e-01	RHOA
GO_Biological_Process_2021	protein modification by small protein conjugation (GO:0032446)	1/409	6.445527e-01	6.494880e-01	0	0	9.774910e-01	4.293128e-01	RPS27A
GO_Biological_Process_2021	organelle assembly (GO:0070925)	1/425	6.587982e-01	6.628275e-01	0	0	9.398344e-01	3.922287e-01	NPM1
GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	1/437	6.691136e-01	6.721782e-01	0	0	9.134057e-01	3.670077e-01	RHOA
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	2/1025	7.337547e-01	7.359917e-01	0	0	7.708944e-01	2.386539e-01	PSMB2;DAD1
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	1/625	7.959538e-01	7.971653e-01	0	0	6.320644e-01	1.442461e-01	NPM1
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	4/2206	8.166524e-01	8.166524e-01	0	0	7.008648e-01	1.419544e-01	NPM1;STAT1;RPS27A;ZNF146
